Collection|FileName|Path|Value
DRYAD|00779-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.29560/2
DRYAD|00779-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.29560/3
DRYAD|00779-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.29560/4
DRYAD|00779-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.29560/5
DRYAD|00779-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.29560/6
DRYAD|00779-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.29560/7
DRYAD|00779-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.29560/8
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:type|package
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Perez, Kestrel O.
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Munch, Stephan B.
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:dateSubmitted|2014-09-18T16:48:12Z
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:available|2014-09-18T16:48:12Z
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:title|Data from: Sustained costs of growth and the trajectory of recovery
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:identifier|http://dx.doi.org/10.5061/dryad.1n834
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:description|1. Large body size is associated with many fitness advantages. Despite this, most species do not grow at their physiological maximum, suggesting costs to rapid growth. There are now many empirical examples of trade-offs with growth. 2. Despite the ubiquity of physiological delays, few studies have evaluated the duration over which growth costs occur. To address this question, we measured swimming ability in growth-manipulated Atlantic silversides (Menidia mendia). Fish were manipulated to grow at their maximum for two weeks and then were put on restricted rations so they grew slowly. We then compared swimming ability with fish that had always grown slowly. 3. Fast-grown fish had significantly poorer swimming ability, and continued to show a prolonged cost of this early period of rapid growth. We found that fish fully recovered normal swimming ability after ~1 month of growing slowly. Most surprisingly, the trajectory of recovery was not monotonic; performance actually decreased before it improved. 4. We conclude with a suggestion to develop a better understanding of the mechanisms linking growth to performance trade-offs. Our results suggest that reduced swimming performance following fast growth is unlikely to be completely explained by bioenergetic constraints. Additionally, there is need for more nuanced life history theory that incorporates prolonged growth costs to increase accuracy of growth rate prediction.
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:subject|prolonged trade-offs
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:subject|physiological delays
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:subject|swimming ability
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:references|http://dx.doi.org/10.1111/1365-2435.12343
DRYAD|00780-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.1n834/1
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:type|package
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Buehlmann, Cornelia
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Hansson, Bill S.
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Knaden, Markus
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:dateSubmitted|2013-04-17T15:43:06Z
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:available|2013-04-17T15:43:06Z
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:title|Data from: Flexible weighing of olfactory and vector information in the desert ant Cataglyphis fortis
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:identifier|http://dx.doi.org/10.5061/dryad.d1jk8
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:description|Desert ants, Cataglyphis fortis, are equipped with remarkable skills that enable them to navigate efficiently. When travelling between the nest and a previously visited feeding site, they perform path integration (PI), but pinpoint the nest or feeder by following odour plumes. Homing ants respond to nest plumes only when the path integrator indicates that they are near home. This is crucial, as homing ants often pass through plumes emanating from foreign nests and do not discriminate between the plume of their own and that of a foreign nest, but should absolutely avoid entering a wrong nest. Their behaviour towards food odours differs greatly. Here, we show that in ants on the way to food, olfactory information outweighs PI information. Although PI guides ants back to a learned feeder, the ants respond to food odours independently of whether or not they are close to the learned feeding site. This ability is beneficial, as new food sources—unlike foreign nests—never pose a threat but enable ants to shorten distances travelled while foraging. While it has been shown that navigating C. fortis ants rely strongly on PI, we report here that the ants retained the necessary flexibility in the use of PI.
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:subject|path integration
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:subject|odour plume
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:subject|navigation
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:subject|foraging
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:subject|homing
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns3:scientificName|Cataglyphis fortis
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|Menzel Chaker
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|Tunisia
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:references|http://dx.doi.org/10.1098/rsbl.2013.0070
DRYAD|00781-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.d1jk8/1
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:type|package
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Potti, Jaime
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Canal, David
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Serrano, David
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:dateSubmitted|2013-02-20T19:20:14Z
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:available|2013-02-20T19:20:14Z
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:title|Data from: Lifetime fitness and age-related female ornament signalling: evidence for survival and fecundity selection in the pied flycatcher
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:identifier|http://dx.doi.org/10.5061/dryad.ff52k
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:description|Ornaments displayed by females have often been denied evolutionary interest due to their frequently reduced expression relative to males, habitually attributed to a genetic correlation between the sexes. We estimated annual and lifetime reproductive success of female pied flycatchers (Ficedula hypoleuca) and applied capture–mark–recapture models to analyse annual survival rates in relation to the patterns of expression (absence/presence) of an ornament displayed by all males and a fraction of females. Overall, the likelihood of expressing the ornament increased nonlinearly with female age and was due to within-individual variation, not to the selective appearance or disappearance of ornament-related expression of phenotypes in the population. Accordingly, expressing the forehead patch in a given year did not influence survival probability. However, those females expressing the ornament at early ages (1–2 years old) enjoyed survival advantages throughout lifetime. Although ornamented females had higher lifetime fecundity and fledging success, their yearly reproductive performance, in terms of fledging productivity, decreased as they aged so that, late in life, ornamented females reared fewer offspring than nonexpressing females of the same age. In addition, both strategies (expressing vs. not expressing the trait) returned similar fitness payoffs in terms of recruited offspring. Our results support the hypothesis that fecundity and survival selection are involved in the displaying of this ‘male’ ornament by females.
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:subject|age-related expression
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:subject|fecundity
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:subject|lifetime reproductive success
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:subject|multistate models
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:subject|sexual conflict
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:subject|sexual selection
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns3:scientificName|Ficedula hypoleuca
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|La Hiruela
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|Spain
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|41°N 3°W
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:references|http://dx.doi.org/10.1111/jeb.12145
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.ff52k/1
DRYAD|00782-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.ff52k/2
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:type|file
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:creator|Ksepka, Daniel T.
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:creator|Phillips, Matthew J.
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:title|Intron nDNA tree (fully calibrated)
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:identifier|http://dx.doi.org/10.5061/dryad.3c3r3/6
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:rights|http://creativecommons.org/publicdomain/zero/1.0/
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:description|Timetree from divergence dating analysis in BEAST using intron nDNA dataset, with topology constrained and 15 fossil calibrations plus one root calibration applied.
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:subject|divergence dating
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:subject|fossils
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:subject|paleontology
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:subject|phylogeny
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns3:scientificName|Aves
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:temporal|Cenozoic
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:temporal|Mesozoic
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:dateSubmitted|2015-08-17T21:00:42Z
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:available|2015-08-17T21:00:42Z
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:format|74472
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Step: dryadAcceptEditReject - action:dryadAcceptEditRejectAction Entered publication blackout by Sri Valluripalli(svalluripalli@datadryad.org) on 2015-06-16T15:52:28Z (GMT)
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Made available in DSpace on 2015-08-17T21:00:42Z (GMT). No. of bitstreams: 1 introns.tre: 74472 bytes, checksum: 298941cc5bc8b84b82847706d65df368 (MD5)
DRYAD|00783-metadata.xml|/ns0:DryadDataFile/ns2:isPartOf|http://dx.doi.org/10.5061/dryad.3c3r3
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:type|package
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Higginson, Dawn M.
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Badyaev, Alexander V.
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Segraves, Kari A.
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Pitnick, Scott
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:dateSubmitted|2015-03-26T14:24:19Z
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:available|2015-03-26T14:24:19Z
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:title|Data from: Causes of discordance between allometries at and above species-level: an example with aquatic beetles
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:identifier|http://dx.doi.org/10.5061/dryad.j13m3
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:description|Covariation among organismal traits is nearly universal, occurring both within and among species (static and evolutionary allometry, respectively). If conserved developmental processes produce similarity in static and evolutionary allometry, then when species differ in development, it should be expressed in discordance between allometries. Here, we investigate whether rapidly evolving developmental processes result in discordant static and evolutionary allometries attributable to trade-offs in resource acquisition, allocation, or growth across 30 species of aquatic beetles. The highly divergent sperm phenotypes of these beetles might be an important contributor to allometric evolution of testis and accessory gland mass through altered requirements for the production of sperm and seminal fluids. We documented extensive discordance between static and evolutionary allometries, indicating that allometric relationships are flexibly modified over short time periods but subject to constraint over longer time spans. Among species, sperm phenotype did not influence relative investment in accessory glands but was weakly associated with investment in testes. Furthermore, except when sperm were long and simple, sperm phenotype was not associated with species-specific modification of the allometry of testis/accessory gland mass and body size. Our results demonstrate the utility of allometric discordance to infer species differences in the provisioning and growth of concurrently developing traits.
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Allometry
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Reproduction: comparative
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Reproduction: investment
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Reproduction: sperm competition
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:subject|sperm conjugation
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns3:scientificName|Dytisicidae
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns3:scientificName|Gyrinidae
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns3:scientificName|Haliplidae
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:references|http://dx.doi.org/10.1086/682049
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.j13m3/1
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.j13m3/2
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.j13m3/3
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.j13m3/5
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.j13m3/4
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.j13m3/6
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.j13m3/7
DRYAD|00784-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.j13m3/8
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:type|package
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Elnagdy, Sherif
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Gardener, Mark
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Lawson-Handley, Lori-Jayne
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:dateSubmitted|2013-04-12T18:05:28Z
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:available|2013-04-12T18:05:28Z
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:title|Data from: The direct effects of male-killer infection on fitness of ladybird hosts (Coleoptera: Coccinellidae)
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:identifier|http://dx.doi.org/10.5061/dryad.1m166
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:description|Male-killing bacteria are common in insects, and are thought to persist in host populations primarily by indirect fitness benefits to infected females, while direct fitness effects are generally assumed to be neutral or deleterious. Here, we estimated the effect of male-killer infection on direct fitness (number of eggs laid, as a measure of fecundity, together with survival) and other life-history traits (development time and body size) in seven ladybird host/male-killer combinations. Effects of male-killers on fecundity ranged, as expected, from costly to neutral, however we found evidence of reduced development time and increased survival and body size, in infected strains. Greater body size in Spiroplasma-infected Harmonia axyridis corresponded to greater ovariole number, and therefore higher potential fecundity. To our knowledge, this is the first report of direct benefits of male-killer infection after explicitly controlling for indirect fitness effects. Neutral or deleterious fitness effects of male-killer infection should not therefore be automatically assumed.
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Host-parasite interaction
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Insects
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Microbes
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Sex-ratio
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:subject|male-killing bacteria
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:subject|ladybirds
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:subject|direct fitness effects
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns3:scientificName|Coccinellidae
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:references|http://dx.doi.org/10.1111/jeb.12186
DRYAD|00785-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.1m166/1
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:type|file
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:creator|Freitak, Dalial
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:creator|Bos, Nick
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:creator|Stucki, Dimitri
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:creator|Sundström, Liselotte
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:title|ROS_lytic_Day4
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:identifier|http://dx.doi.org/10.5061/dryad.bk469/2
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:rights|http://creativecommons.org/publicdomain/zero/1.0/
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:subject|inbreeding
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:subject|trade-offs
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:subject|immunity
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:subject|ROS
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:subject|diet
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns3:scientificName|Formica exsecta
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:spatial|Tvärminne
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:spatial|Finland
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:dateSubmitted|2014-10-16T17:49:51Z
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:available|2014-11-20T20:24:22Z
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:format|2419
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Made available in DSpace on 2014-10-16T17:49:51Z (GMT). No. of bitstreams: 1 ROS_lytic_Day4.txt: 2419 bytes, checksum: 49196679237622707786b7a1e7c0d108 (MD5)
DRYAD|00786-metadata.xml|/ns0:DryadDataFile/ns2:isPartOf|http://dx.doi.org/10.5061/dryad.bk469
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:type|file
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:creator|Torstensson, Anders
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:creator|Hedblom, Mikael
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:creator|Mattsdotter Björk, My
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:creator|Chierici, Melissa
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:creator|Wulff, Angela
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:title|Specific PP POC clean
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:identifier|http://dx.doi.org/10.5061/dryad.h838q/5
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:rights|http://creativecommons.org/publicdomain/zero/1.0/
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:description|Clean version of longterm data, i.e. without NA
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:dateSubmitted|2015-08-18T14:27:35Z
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:available|2015-09-09T21:11:45Z
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:format|914
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Made available in DSpace on 2015-08-18T14:27:35Z (GMT). No. of bitstreams: 1 Spec_PP_POC.csv: 914 bytes, checksum: a8b2620b1620e51e50fd1691fbd76404 (MD5)
DRYAD|00787-metadata.xml|/ns0:DryadDataFile/ns2:isPartOf|http://dx.doi.org/10.5061/dryad.h838q
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:type|file
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Tinner, Willy
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Colombaroli, Daniele
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Heiri, Oliver
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Henne, Paul
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Steinacher, Marco
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Untenecker, Johanna
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Vescovi, Elisa
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Allen, Judy
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Carraro, Gabriele
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Conedera, Marco
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Joos, Fortunat
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Lotter, André
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Luterbacher, Jürg
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Samartin, Stephanie
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:creator|Valsecchi, Verushka
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:title|Figure 8 data
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:identifier|http://dx.doi.org/10.5061/dryad.df3sn/5
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:rights|http://creativecommons.org/publicdomain/zero/1.0/
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:description|Annual temperature precipitation data within the extant range of Abies alba used to make histograms of precipitation abundance frequencies and mean July temperature frequencies. Data are from grid cells of the Climatic Research Unit Ten Minute Climatology (http://www.cru.uea.ac.uk/cru/data/hrg/tmc/). Column 1) precipitation abundances of each individual grid cell within the Abies alba range, column 2) mean July temperature in each individual grid cell within the Abies alba range.
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:subject|paleoecology
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:subject|paleoclimatology
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:subject|climatic niche
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:subject|realized niche
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:subject|bioclimatic envelope models
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:subject|dynamic vegetation models
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:subject|climate models
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:subject|global change
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns3:scientificName|Abies alba
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:spatial|Europe
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:temporal|Holocene
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:dateSubmitted|2013-10-15T13:10:32Z
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:available|2013-10-15T13:10:32Z
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Step: dryadAcceptEditReject - action:dryadAcceptEditRejectAction Entered publication blackout by Dryad Queue(dryad.queue@gmail.com) on 2013-10-15T13:08:43Z (GMT)
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Made available in DSpace on 2013-10-15T13:10:32Z (GMT). No. of bitstreams: 1 Fig8_data.csv: 26195 bytes, checksum: e2aac20fb11e7885a42489cc9efc2bfb (MD5)
DRYAD|00788-metadata.xml|/ns0:DryadDataFile/ns2:isPartOf|http://dx.doi.org/10.5061/dryad.df3sn
DRYAD|00789-metadata.xml|/ns0:DryadDataPackage/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00789-metadata.xml|/ns0:DryadDataPackage/ns2:type|package
DRYAD|00789-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Potts, Jonathan R.
DRYAD|00789-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Mokross, Karl
DRYAD|00789-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Lewis, Mark A.
DRYAD|00789-metadata.xml|/ns0:DryadDataPackage/ns2:dateSubmitted|2014-06-24T17:54:41Z
DRYAD|00789-metadata.xml|/ns0:DryadDataPackage/ns2:available|2014-06-24T17:54:41Z
DRYAD|00789-metadata.xml|/ns0:DryadDataPackage/ns2:title|Data from: A unifying framework for quantifying the nature of animal interactions
DRYAD|00789-metadata.xml|/ns0:DryadDataPackage/ns2:identifier|http://dx.doi.org/10.5061/dryad.47jh1
